category	text																										
Non-anti-LGBT+ content	Kaavalthurai ivarkalidam Pichai edupathal kandu kolvathillai																										
Homophobic	Yadi thevadiya ...Niraya sexual disease varum di ....Medical field la poi paru....																										
Homophobic	Kalachara seerkedu unnoda urimai unnoda vachikkanum atha ipdi velipadaiyaa kaamichikkurathu udanpadu illa .ippo pasanga pasanga onna nadanthu poga bayama irukku antha alavukku neenga nalla vishayam pannirukinga																										
Non-anti-LGBT+ content	Abitha Priya vonnaku Vonn kavala																										
Non-anti-LGBT+ content	Adichukonga akka,athu prachana ila !; ; Oru sila visyangal neenga maathikitta pothum eallaarum thirunangai gala mathipaanga.																										
Non-anti-LGBT+ content	Andha manasu than kadavul ❤❤❤																										
Homophobic	@Kadhayalla Nijam  poda gay Punda mavane																										
Non-anti-LGBT+ content	Kandippa Nanbargaley 👍👍👍🙏🙏🙏🙏																										
Non-anti-LGBT+ content	Vera level bro																										
Non-anti-LGBT+ content	Antha akka number sent pannuka frd ennala muducha help pandren pls																										
Non-anti-LGBT+ content	Oru ponnum than aangalai mattum pesathe																										
Non-anti-LGBT+ content	Yov ni  Periya Aal ya ennaye azha vachita																										
Non-anti-LGBT+ content	Transgender nu sonninga MEERA engada etho oru ponnah kuptu show panringa																										
Non-anti-LGBT+ content	Maalini god bless u																										
Non-anti-LGBT+ content	😍 ena nadanthalum neega neegala irukanga amma appa laterah kuda purinjipanga																										
Homophobic	@Kalai Arasan  naaye... Pinnale paadhi per gay ah maarna neeyum payyana dha kalyanam pananum... Poi saavu																										
Non-anti-LGBT+ content	Bro neenga Salem																										
Non-anti-LGBT+ content	Super sister 🥳🥳 vazhthukkal🤝																										
Homophobic	Pakathula  ponnu  sit down panna  moochi Vida  mudila ya 	 Adiye  ithu  puthuvitha  pirivi pola iruku 	 Already 	 1.Man 	 2.Women 	 3.Translate 	 Nenga 	 4. ???																			
Non-anti-LGBT+ content	Karan mathiriyae irukinga bro:)																										
Non-anti-LGBT+ content	@BSM  irukalam ipothaiku theriyathu																										
Non-anti-LGBT+ content	Ada thevdiya Munda .. mooditu po d kenapunda																										
Homophobic	malini niga panrathu rompa thappu.niga oru ponna irunthutu ennoru ponna thappa papingala.oru ponna eruntha ennoru ponna friend a than ninaika thonum.ana niga solrathu rompa thappa ethukku.entha ulagathula porantha yella ponnukum kadaul oru annai porakka vachiruppanga.athe mathiri oru anukum oru ponna porakka vachiruppanga.nama avagalatha marriage pannikanum.nigale sollunga entha ulagathula ulla yella  amma appaum niga panra thappa panniruntha niga aprama na entha ulagathula ulla mathavanga ellam  poranthirukave matom.plz konjamavathu purinchika try pannuga.																										
Non-anti-LGBT+ content	Oru silarthan nallavargala ah irukanga ma . very thank you so much																										
Non-anti-LGBT+ content	Bro naaan vanth Kerala bro unga periya fan bro neeenga last food kodukkume ungalukk kadavulde arul epodhum kedakkum bro																										
Transphobic	indha pottai naigal adicha sagadikanum ipo Elam Tamil nadu indha pottai naigal adigam iruku																										
Non-anti-LGBT+ content	pls add e sub																										
Non-anti-LGBT+ content	Part2 pod u ga nanba																										
Non-anti-LGBT+ content	Ahdha manasudhan sir kadavul	 Thalaiva neenga yengaiyo poitinga																									
Non-anti-LGBT+ content	Single tea machi ku intha channel okay																										
Non-anti-LGBT+ content	Super thalaiva avanaloda paasatha minja mudiyathu thalaiva																										
Non-anti-LGBT+ content	Yaraum vela kudukalenu sollratha vida therinja vela senjale pothum yar ellam 9nu pottainu alinu sollringalo avangalam akka amma nu kupda aramchiruvanga suya mariyathaum kudaikum kaalam maruthu thirunangaium maravendum																										
Non-anti-LGBT+ content	Azhaga irukanga 😍																										
Non-anti-LGBT+ content	Hi frds ooty pogalama gays ellaru																										
Non-anti-LGBT+ content	Ypo bro varum																										
Non-anti-LGBT+ content	Chance ah illa semma talk well ithalam hetro sexual aanaa naaga peasanaa engala veara mathiri peasuranga irunthalum inthamathiri neegalae thairiyama peasumboothu nagalum peasarathu thapilla nu oru faith keadaichi irukuu tanx Akka☺️😍😍😍😘😘😘																										
Non-anti-LGBT+ content	Adhunga overah advantage eduthukuthunga ka, asingam pannuthunga😡😠 train kulla poga mudila,nasa nasa nu kaasuku meratti pitchai  edukuthunga,...oru sila naainga ipdi panrathu motha kootam mela verupaakuthu																										
Non-anti-LGBT+ content	Bro super bro 🙏🏻																										
Non-anti-LGBT+ content	@Ayy Ar  ama bro, ninga Donna matiri nettu fulla semma moodula irunten.ninga en pakkatula illata kurai ontutan.sattiyama solren,nettu ninga en kuda irukkirata  nenaccikittu,nalla enjoy panna.out agumbotukuda ungala tan nenaccikittan.yes i am working department now. Ninga velaiku kilambiyacca machi.																										
Non-anti-LGBT+ content	Bro Neenga Salem thana nanu Salem tha bro unga kuda work panna vaaipu kudunga brooo plz																										
Non-anti-LGBT+ content	No worries nanba.. I am also gay..yen family yanna accept pannittanga,full la illa but k... Unga parents um kandippa yethuppanga.. May be konja nal aagalaam.. Yallam odaney kedachiruma nanba?.. Pls  don't try to do suicide... Itha oru problem ma ve think pannthinga... Ungalukku pudichatha pannunga... Ungalukku yarum illanu nenaikkathinga.. Oru vela apdi oru thought vantha yanakku msg pannunga. I am with u ... Be happy nanba.																										
Non-anti-LGBT+ content	@Athletau pencampwr  a salute 😁 you are a super guy																										
Non-anti-LGBT+ content	@Ayy Ar  oh god,drink partyya,OK OK.romba talaivaliya irunta na oru tips solren seiyunga...dress ellam kalattittu,freeah irunga.na unga kuda irukkirata  ninachi,tadavikittu irunga.na appadiye ungala lip kiss adiccikittu body fulla lik  pannikitte  ungaloda kunjikitta vantu  ,en nakkala kunjiya nakkikitte vayile  fulla uttu sappurata ninaiccikinga.kanji out agut potu en vayileye adichi terikkavidunga.fulla out anatum,ahhhhhhhnu oru sound kudunga.......unga talai vali ippo kanamal poccu.take are.																										
Non-anti-LGBT+ content	Bro....ninga salem ah																										
Non-anti-LGBT+ content	@Three Finger  sema apdi kelunga👏🏻👏🏻👏🏻👏🏻👏🏻																										
Non-anti-LGBT+ content	@Sakthivel Sakthi  Yes I'm Vellore thaa Nanga 2 members padikkurom Na 1st y Ava 2nd y																										
Non-anti-LGBT+ content	No she doesn't look like transgender....😍😚😘....cute grl																										
Homophobic	Podi moodhevi neeyellam ponnadi																										
Non-anti-LGBT+ content	@pika reviews   dei madhavadha jaadhi veri pidicha sunni.. Pudikalana sootha mooditu poda..																										
Non-anti-LGBT+ content	Yalarume twoss ha yagarudhya variga																										
Non-anti-LGBT+ content	Bro eppa nenga lady getup pottu prank pannuvinga																										
Non-anti-LGBT+ content	I'm transmen...enaku purium ....akka....onga kastam.....😭😭😭																										
Homophobic	Podi potta thevdiya																										
Non-anti-LGBT+ content	@renga durai  respect kuda da lusu payale...unnoda yaravathu ipdi iruntha itha than solluviyaa😡😡																										
Non-anti-LGBT+ content	Super bro nalla pannunga																										
Non-anti-LGBT+ content	Ithu oru polappu ketta loosu..																										
Non-anti-LGBT+ content	Luv u sooooooo much sister 😍😍😍😍😘😘😘💋💋💋awsm speech unga attitude super																										
Transphobic	Serupo pejurom thevedeya paya dai pota kuthe																										
Transphobic	9 thevidiyalukku evalo thimiru😡😡😡😠😠😠😠😠																										
Homophobic	thuuuuuu keavalama iruku																										
Non-anti-LGBT+ content	Love u malini																										
Non-anti-LGBT+ content	Yes we’re so gay and we’re always gay																										
Non-anti-LGBT+ content	@P. Nagaraj _ 43  oru naaal aana feel panuvaanga bro avunga enda itha panonu... Unma theriya varumbothu..																										
Non-anti-LGBT+ content	Thirunagai is god																										
Non-anti-LGBT+ content	Rompa nalla vaingala erukkainga																										
Non-anti-LGBT+ content	Bro Vera level bro atha akka kadazhul mathiri bro																										
Non-anti-LGBT+ content	Hats off to womens.. really you girls are rocking and bold in your speech.. and boys i know over ah scene poduveenga but neengalum adha accept pannirupeenga because neraya per apdi dhan veliya scene poduvanga but manasukulla happy ah irupanga and sure neenga apdi dhan.. pazhangalathu keldunga and pattikaatu pagutharivalargal pechellam thooki kupaila dha podanum..																										
Non-anti-LGBT+ content	Ada ama pa🤣🤣🤣🤣																										
Homophobic	Ippa population controlnda shock avrala mark my words innum sila nooru varudangala manitha iname alingirum hahaha BY THESE PEOPLE																										
Non-anti-LGBT+ content	Best content Thirunagaigal vara level 🔥																										
Non-anti-LGBT+ content	Transgender nu Sonna namba mutiyala pa aptiye she is looking for girl😱																										
Non-anti-LGBT+ content	I like too have partner like latif																										
Non-anti-LGBT+ content	Enna oor neega.																										
Non-anti-LGBT+ content	Enna da olarra, maanam kettavanae!																										
Non-anti-LGBT+ content	Love you amma																										
Non-anti-LGBT+ content	appdila ya, ipo edhuva matha yarachu na, dei otha valaieh pathutu poda nu soliduvangha, but ivevgha at least compromise pana try panagha la																										
Non-anti-LGBT+ content	Idhu avangalukaga matumey pani iruku nanba 😇😇....wt pani parunga ungaluku purium Nanba😇😇																										
Transphobic	Eevagala Gun la Shut panne bro																										
Non-anti-LGBT+ content	Neenga pant shirt podathinga,  Veshti sattai poda vendiyathu thaane?, Iyappan eppadi piranthar?																										
Homophobic	solra naathari ella orina saerkai sarinu solluthunga athunga appadi thaan pola chee naaingala																										
Transphobic	thirunagai arajagathai ollikanum																										
Non-anti-LGBT+ content	U r good actor na...																										
Non-anti-LGBT+ content	@kuladeep mv  hi																										
Non-anti-LGBT+ content	I love you ❤️😘❤️😘❤️ guys	 By	 Gk yadav PANRUTI																								
Non-anti-LGBT+ content	Thirunangahala kai eaduthu kumbudanum																										
Non-anti-LGBT+ content	Paru oruthanukku nee ponna paiyannanu doubt vanthurum  paru																										
Non-anti-LGBT+ content	Great work.. Super movie..																										
Homophobic	@top romance and comedy movie station   veetoda mapillai thavaru illai but laziness kaga veetoda mapillai ah irupathu, pethavangala paarthukama irupathu, koncham kooda self-respect illama avanga thittuna kooda atha ethukuven enbathu ellam thavaru , male or female self respect mukiyam and veetoda wife onnuna veliya velaiku poraanga illanalum veetil velai seiraanga, itha ethuvum Seiya maaten kadaiku kooda poga maaten enbathu too much.; And inga irukum maamanar yaarum avanga ponnuku varan thedura mathiri theriyala, avanga business ah paarthuka salary illatha oru aal velaiku venum enbathu pola pesuraanga. This is not good to a family.																										
